ID,LineID,TeamID,ShiftID,Date,ProductionFBE,ReworkFBE,ScrapFBE
312726,3,3,NULL,18/6/2018,,,
312757,1,2,NULL,18/6/2018,,,
312788,2,1,NULL,18/6/2018,,,
312727,1,3,NULL,18/6/2018,,0.5,
312731,1,3,NULL,18/6/2018,,0.5,
312736,1,1,NULL,18/6/2018,,,
312758,3,3,NULL,18/6/2018,,,
312762,3,1,NULL,18/6/2018,,,
312767,2,3,NULL,18/6/2018,,0.5,
312789,1,3,NULL,18/6/2018,,0.5,
312793,1,1,NULL,18/6/2018,,,
312798,1,1,NULL,18/6/2018,,,
312804,2,3,NULL,18/6/2018,,0.5,
312817,1,3,NULL,18/6/2018,,0.5,
312818,3,3,NULL,18/6/2018,,,
312819,1,3,NULL,18/6/2018,,0.5,
312820,3,3,NULL,18/6/2018,,,
312821,1,1,NULL,18/6/2018,,,
312822,2,1,NULL,18/6/2018,,,
312823,3,1,NULL,18/6/2018,,,
312824,3,1,NULL,18/6/2018,,,
312825,3,2,NULL,18/6/2018,89,0.5,0.5
312826,2,3,NULL,18/6/2018,,0.5,
312827,1,1,NULL,18/6/2018,,,
312828,2,3,NULL,18/6/2018,,0.5,
312829,1,2,NULL,18/6/2018,178.45,,0.5
312830,1,1,NULL,18/6/2018,,,
312831,2,1,NULL,18/6/2018,,,
312832,1,3,NULL,18/6/2018,,0.5,
312833,1,1,NULL,18/6/2018,,,
312834,3,1,NULL,18/6/2018,,,
312835,1,1,NULL,18/6/2018,,,
312836,2,1,NULL,18/6/2018,,,
312837,1,1,NULL,18/6/2018,,,
312838,1,3,NULL,18/6/2018,,0.5,
312839,1,2,NULL,18/6/2018,0,,0.5
312840,3,3,NULL,18/6/2018,,,
312841,2,3,NULL,18/6/2018,,0.5,
312842,3,1,NULL,18/6/2018,,,
312843,3,2,NULL,18/6/2018,170.5,0.5,0.5
312844,2,1,NULL,18/6/2018,,,
312845,3,2,NULL,18/6/2018,0,0.5,0.5
312846,2,1,NULL,18/6/2018,,,
312847,3,2,NULL,18/6/2018,226.06,0.5,0.5
312848,1,1,NULL,18/6/2018,,,
312849,3,2,NULL,18/6/2018,196,0.5,0.5
312850,3,2,NULL,18/6/2018,0,0.5,0.5
312851,1,3,NULL,18/6/2018,,0.5,
312852,1,2,NULL,18/6/2018,0,,0.5
312853,3,1,NULL,18/6/2018,,,
312854,1,1,NULL,18/6/2018,,,
312855,2,1,NULL,18/6/2018,,,
312856,1,2,NULL,18/6/2018,0,,0.5
312857,1,2,NULL,18/6/2018,0,,0.5
312858,1,1,NULL,18/6/2018,,,
312859,3,2,NULL,18/6/2018,284.86,0.5,0.5
312861,3,3,NULL,18/6/2018,,,
312863,1,1,NULL,18/6/2018,,,
312864,3,1,NULL,18/6/2018,,,
312865,3,1,NULL,18/6/2018,,,
312866,3,1,NULL,18/6/2018,,,
312867,1,3,NULL,18/6/2018,,0.5,
312869,3,1,NULL,18/6/2018,,,
312871,1,3,NULL,18/6/2018,,0.5,
312872,1,3,NULL,18/6/2018,,0.5,
312873,2,1,NULL,18/6/2018,,,
312874,3,1,NULL,18/6/2018,,,
312876,3,2,NULL,18/6/2018,284.86,0.5,0.5
312878,2,3,NULL,18/6/2018,,0.5,
312880,2,1,NULL,18/6/2018,,,
312881,3,1,NULL,18/6/2018,,,
312882,1,2,NULL,18/6/2018,0,,0.5
312885,1,2,NULL,18/6/2018,0,,0.5
312860,2,3,NULL,18/6/2018,,0.5,
312862,3,2,NULL,18/6/2018,1,0.5,0.5
312868,3,1,NULL,18/6/2018,,0.5,
312870,1,2,NULL,18/6/2018,38.49,0.5,0.5
312875,3,1,NULL,18/6/2018,,0.5,
312877,1,2,NULL,18/6/2018,59.3,0.5,0.5
312879,2,2,NULL,18/6/2018,69.98,1,0.5
312883,1,3,NULL,18/6/2018,,0.5,
312884,2,2,NULL,18/6/2018,0,1,0.5
312886,1,2,NULL,18/6/2018,0,0.5,0.5
312887,1,1,NULL,18/6/2018,,0.5,
312888,1,1,NULL,18/6/2018,,0.5,
312889,1,1,NULL,18/6/2018,,0.5,
312890,2,1,NULL,18/6/2018,,0.5,
312891,3,3,NULL,18/6/2018,,0.33,
312892,2,1,NULL,18/6/2018,,0.5,
312893,3,2,NULL,18/6/2018,124.47,0.5,0.5
312894,3,3,NULL,18/6/2018,,0.33,
312895,3,1,NULL,18/6/2018,,0.5,
312896,1,2,NULL,18/6/2018,0,0.5,0.5
312897,2,2,NULL,18/6/2018,0,1,0.5
312898,3,2,NULL,18/6/2018,0,0.5,0.5
312899,2,2,NULL,18/6/2018,152.96,1,0.5
312900,3,2,NULL,18/6/2018,143.1,0.5,0.5
312901,2,1,NULL,18/6/2018,,0.5,
312902,3,2,NULL,18/6/2018,0,0.5,0.5
312903,1,1,NULL,18/6/2018,,0.5,
312904,1,1,NULL,18/6/2018,,0.5,
312905,1,1,NULL,18/6/2018,,0.5,
312906,2,1,NULL,18/6/2018,,0.5,
312907,3,1,NULL,18/6/2018,,0.5,
312908,1,1,NULL,18/6/2018,,0.5,
312909,1,3,NULL,18/6/2018,,0.5,
312910,3,1,NULL,18/6/2018,,0.5,
312911,3,2,NULL,18/6/2018,135.5,0.5,0.5
312912,3,2,NULL,18/6/2018,197.9,0.5,0.5
312913,3,1,NULL,18/6/2018,,0.5,
312914,1,1,NULL,18/6/2018,,0.5,
312915,3,1,NULL,18/6/2018,,0.5,
312916,3,1,NULL,18/6/2018,,0.5,
312917,2,2,NULL,18/6/2018,161,1,0.5
312918,2,2,NULL,18/6/2018,225.55,1,0.5
312919,3,3,NULL,18/6/2018,,0.33,
312920,2,2,NULL,18/6/2018,0,1,0.5
312921,3,1,NULL,18/6/2018,,0.5,
312922,3,2,NULL,18/6/2018,0,0.5,0.5
312923,2,1,NULL,18/6/2018,,0.5,
312924,1,2,NULL,18/6/2018,265.7,0.5,0.5
312925,2,3,NULL,18/6/2018,,0.5,
312926,1,1,NULL,18/6/2018,,0.5,
312927,3,1,NULL,18/6/2018,,0.5,
312928,1,2,NULL,18/6/2018,0,0.5,0.5
312929,3,2,NULL,18/6/2018,299.5,0.5,0.5
312930,3,3,NULL,18/6/2018,,0.33,
312931,2,2,NULL,18/6/2018,355.41,1,0.5
312934,3,1,NULL,18/6/2018,,0.5,
312935,1,3,NULL,18/6/2018,,0.5,
312936,2,3,NULL,18/6/2018,,0.5,
312937,1,2,NULL,18/6/2018,0,0.5,0.5
312938,2,1,NULL,18/6/2018,,0.5,
312939,2,2,NULL,18/6/2018,312.85,1,0.5
312940,1,2,NULL,18/6/2018,355.41,0.5,0.5
312944,3,1,NULL,18/6/2018,,0.5,
312945,3,1,NULL,18/6/2018,,0.5,
312946,3,1,NULL,18/6/2018,,0.5,
312947,1,2,NULL,18/6/2018,0,0.5,0.5
312948,3,3,NULL,18/6/2018,,0.33,
312949,2,3,NULL,18/6/2018,,0.5,
312950,3,3,NULL,18/6/2018,,0.33,
312954,2,3,NULL,18/6/2018,,0.5,
312955,3,2,NULL,18/6/2018,0,0.5,0.5
312956,1,2,NULL,18/6/2018,0,0.5,0.5
312957,2,2,NULL,18/6/2018,0,1,0.5
312960,2,1,NULL,18/6/2018,,0.5,
312961,2,3,NULL,18/6/2018,,0.5,
312962,3,2,NULL,18/6/2018,355.41,0.5,0.5
312966,1,3,NULL,18/6/2018,,0.5,
312967,3,1,NULL,18/6/2018,,0.5,
312968,1,1,NULL,18/6/2018,,0.5,
312969,2,2,NULL,18/6/2018,0,1,0.5
312972,1,2,NULL,18/6/2018,299.5,0.5,0.5
312973,1,3,NULL,18/6/2018,,0.5,
312974,1,3,NULL,18/6/2018,,0.5,
312978,1,3,NULL,18/6/2018,,0.5,
312979,2,2,NULL,18/6/2018,0,1,0.5
312981,3,1,NULL,18/6/2018,,0.5,
312982,1,3,NULL,18/6/2018,,0.5,
312932,1,1,NULL,18/6/2018,,0.5,
312933,1,3,NULL,18/6/2018,,0.5,
312941,1,1,NULL,18/6/2018,,0.5,
312942,2,3,NULL,18/6/2018,,0.5,
312943,3,2,NULL,18/6/2018,17.32,0.33,0.5
312951,1,3,NULL,18/6/2018,,0.5,
312952,1,3,NULL,18/6/2018,,0.5,
312953,2,3,NULL,18/6/2018,,0.5,
312958,1,3,NULL,18/6/2018,,0.5,
312959,1,2,NULL,18/6/2018,0,0.5,0.5
312963,2,2,NULL,18/6/2018,83.5,0.5,0.5
312964,2,2,NULL,18/6/2018,124.47,0.5,0.5
312965,1,3,NULL,18/6/2018,,0.5,
312970,1,3,NULL,18/6/2018,,0.5,
312971,1,1,NULL,18/6/2018,,0.5,
312975,3,1,NULL,18/6/2018,,0.5,
312976,3,3,NULL,18/6/2018,,0.5,
312977,1,2,NULL,18/6/2018,150.93,0.5,0.5
312980,3,1,NULL,18/6/2018,,0.5,
312983,3,3,NULL,18/6/2018,,0.5,
312984,1,2,NULL,18/6/2018,0,0.5,0.5
312985,1,1,NULL,18/6/2018,,0.5,
312986,3,1,NULL,18/6/2018,,0.5,
312987,2,3,NULL,18/6/2018,,0.5,
312988,2,2,NULL,18/6/2018,176.58,0.5,0.5
312989,3,1,NULL,18/6/2018,,0.5,
312990,2,3,NULL,18/6/2018,,0.5,
312991,2,3,NULL,18/6/2018,,0.5,
312992,2,2,NULL,18/6/2018,0,0.5,0.5
312993,2,3,NULL,18/6/2018,,0.5,
312994,1,1,NULL,18/6/2018,,0.5,
312995,3,1,NULL,18/6/2018,,0.5,
312996,1,2,NULL,18/6/2018,0,0.5,0.5
312997,1,1,NULL,18/6/2018,,0.5,
312998,2,1,NULL,18/6/2018,,0.5,
312999,2,1,NULL,18/6/2018,,0.5,
313000,2,1,NULL,18/6/2018,,0.5,
313001,1,3,NULL,18/6/2018,,0.5,
313002,3,2,NULL,18/6/2018,236.72,0.33,0.5
313003,2,1,NULL,18/6/2018,,0.5,
313004,3,3,NULL,18/6/2018,,0.5,
313005,1,1,NULL,18/6/2018,,0.5,
313006,1,1,NULL,18/6/2018,,0.5,
313007,2,3,NULL,18/6/2018,,0.5,
313008,1,3,NULL,18/6/2018,,0.5,
313009,1,2,NULL,18/6/2018,267.88,0.5,0.5
313010,1,1,NULL,18/6/2018,,0.5,
313011,1,2,NULL,18/6/2018,0,0.5,0.5
313012,2,3,NULL,18/6/2018,,0.5,
313013,3,3,NULL,18/6/2018,,0.5,
313014,1,2,NULL,18/6/2018,279.5,0.5,0.5
313015,3,2,NULL,18/6/2018,316.92,0.33,0.5
313016,1,2,NULL,18/6/2018,294.53,0.5,0.5
313017,2,1,NULL,18/6/2018,,0.5,
313018,1,3,NULL,18/6/2018,,0.5,
313019,3,3,NULL,18/6/2018,,0.5,
313020,2,3,NULL,18/6/2018,,0.5,
313021,3,3,NULL,18/6/2018,,0.5,
313022,2,1,NULL,18/6/2018,,0.5,
313023,3,3,NULL,18/6/2018,,0.5,
313024,2,1,NULL,18/6/2018,,0.5,
313025,1,2,NULL,18/6/2018,0,0.5,0.5
313026,3,2,NULL,18/6/2018,0,0.33,0.5
313027,3,3,NULL,18/6/2018,,0.5,
313028,1,1,NULL,18/6/2018,,0.5,
313029,1,3,NULL,18/6/2018,,0.5,
313031,1,2,NULL,18/6/2018,327.68,0.5,0.5
313034,3,1,NULL,18/6/2018,,0.5,
313035,3,3,NULL,18/6/2018,,0.5,
313036,3,3,NULL,18/6/2018,,0.5,
313037,1,2,NULL,18/6/2018,0,0.5,0.5
313038,1,2,NULL,18/6/2018,333.5,0.5,0.5
313039,2,3,NULL,18/6/2018,,0.5,
313041,2,2,NULL,18/6/2018,327.68,0.5,0.5
313044,3,3,NULL,18/6/2018,,0.5,
313045,2,3,NULL,18/6/2018,,0.5,
313046,1,3,NULL,18/6/2018,,0.5,
313047,1,1,NULL,18/6/2018,,0.5,
313048,3,1,NULL,18/6/2018,,0.5,
313049,3,2,NULL,18/6/2018,354.41,0.33,0.5
313051,2,2,NULL,18/6/2018,327.68,0.5,0.5
313054,2,3,NULL,18/6/2018,,0.5,
313056,1,2,NULL,18/6/2018,0,0.5,0.5
313057,1,2,NULL,18/6/2018,0,0.5,0.5
313058,2,1,NULL,18/6/2018,,0.5,
313059,1,3,NULL,18/6/2018,,0.5,
313060,1,1,NULL,18/6/2018,,0.5,
313062,1,2,NULL,18/6/2018,327.68,0.5,0.5
313065,2,3,NULL,18/6/2018,,0.5,
313067,2,2,NULL,18/6/2018,0,0.5,0.5
313068,1,3,NULL,18/6/2018,,0.5,
313069,2,3,NULL,18/6/2018,,0.5,
313070,2,1,NULL,18/6/2018,,0.5,
313071,2,3,NULL,18/6/2018,,0.5,
313073,3,2,NULL,18/6/2018,327.68,0.33,0.5
313076,3,2,NULL,18/6/2018,0,0.33,0.5
313078,2,1,NULL,18/6/2018,,0.5,
313079,3,3,NULL,18/6/2018,,0.5,
313080,3,3,NULL,18/6/2018,,0.5,
313081,3,1,NULL,18/6/2018,,0.5,
313082,1,3,NULL,18/6/2018,,0.5,
313084,1,2,NULL,18/6/2018,327.68,0.5,0.5
313087,1,2,NULL,18/6/2018,0,0.5,0.5
313089,1,1,NULL,18/6/2018,,0.5,
313090,1,1,NULL,18/6/2018,,0.5,
313091,3,1,NULL,18/6/2018,,0.5,
313092,3,1,NULL,18/6/2018,,0.5,
313093,3,1,NULL,18/6/2018,,0.5,
313095,2,1,NULL,18/6/2018,,0.5,
313098,2,1,NULL,18/6/2018,,0.5,
313100,3,1,NULL,18/6/2018,,0.5,
313101,3,3,NULL,18/6/2018,,0.5,
313102,3,1,NULL,18/6/2018,,0.5,
313103,2,3,NULL,18/6/2018,,0.5,
313104,3,3,NULL,18/6/2018,,0.5,
313106,2,3,NULL,18/6/2018,,0.5,
313109,3,2,NULL,18/6/2018,0,0.33,0.5
313111,2,1,NULL,18/6/2018,,0.5,
313112,2,1,NULL,18/6/2018,,0.5,
313113,3,3,NULL,18/6/2018,,0.5,
313114,3,2,NULL,18/6/2018,333.5,0.33,0.5
313115,2,2,NULL,18/6/2018,354.41,0.5,0.5
313117,3,3,NULL,18/6/2018,,0.5,
313120,3,3,NULL,18/6/2018,,0.5,
313122,3,1,NULL,18/6/2018,,0.5,
313123,3,2,NULL,18/6/2018,0,0.33,0.5
313124,3,3,NULL,18/6/2018,,0.5,
313125,3,2,NULL,18/6/2018,333.5,0.33,0.5
313126,1,2,NULL,18/6/2018,354.41,0.5,0.5
313128,1,2,NULL,18/6/2018,327.68,0.5,0.5
313131,3,3,NULL,18/6/2018,,0.5,
313133,3,2,NULL,18/6/2018,0,0.33,0.5
313134,2,1,NULL,18/6/2018,,0.5,
313135,3,1,NULL,18/6/2018,,0.5,
313136,2,1,NULL,18/6/2018,,0.5,
313137,2,2,NULL,18/6/2018,354.41,0.5,0.5
313139,1,1,NULL,18/6/2018,,0.5,
313142,1,3,NULL,18/6/2018,,0.5,
313144,1,1,NULL,18/6/2018,,0.5,
313145,3,3,NULL,18/6/2018,,0.5,
313146,3,1,NULL,18/6/2018,,0.5,
313147,2,3,NULL,18/6/2018,,0.5,
313149,3,2,NULL,18/6/2018,354.41,0.33,0.5
313152,1,2,NULL,18/6/2018,327.68,0.5,0.5
313155,3,1,NULL,18/6/2018,,0.5,
313157,2,1,NULL,18/6/2018,,0.5,
313158,3,2,NULL,18/6/2018,0,0.33,0.5
313159,3,3,NULL,18/6/2018,,0.5,
313161,2,2,NULL,18/6/2018,333.5,0.5,0.5
313163,2,2,NULL,18/6/2018,354.41,0.5,0.5
313166,3,1,NULL,18/6/2018,,0.5,
313169,2,2,NULL,18/6/2018,0,0.5,0.5
313171,1,1,NULL,18/6/2018,,0.5,
313172,2,2,NULL,18/6/2018,0,0.5,0.5
313173,1,3,NULL,18/6/2018,,0.5,
313175,3,3,NULL,18/6/2018,,0.5,
313177,2,2,NULL,18/6/2018,354.41,0.5,0.5
313180,3,3,NULL,18/6/2018,,0.5,
313183,2,2,NULL,18/6/2018,0,0.5,0.5
313187,3,2,NULL,18/6/2018,0,0.33,0.5
313188,3,3,NULL,18/6/2018,,0.5,
313189,2,2,NULL,18/6/2018,0,0.5,0.5
313191,2,2,NULL,18/6/2018,333.5,0.5,0.5
313193,2,3,NULL,18/6/2018,,0.5,
313196,1,2,NULL,18/6/2018,327.68,0.5,0.5
313199,2,2,NULL,18/6/2018,0,0.5,0.5
313203,1,2,NULL,18/6/2018,0,0.5,0.5
313204,2,1,NULL,18/6/2018,,0.5,
313205,3,2,NULL,18/6/2018,0,0.33,0.5
313207,1,1,NULL,18/6/2018,,0.5,
313209,3,2,NULL,18/6/2018,354.41,0.33,0.5
313212,2,2,NULL,18/6/2018,327.68,0.5,0.5
313215,1,2,NULL,18/6/2018,0,0.5,0.5
313219,2,1,NULL,18/6/2018,,0.5,
313220,1,3,NULL,18/6/2018,,0.5,
313221,2,1,NULL,18/6/2018,,0.5,
313223,2,3,NULL,18/6/2018,,0.5,
313225,2,3,NULL,18/6/2018,,0.5,
313228,3,2,NULL,18/6/2018,327.68,0.33,0.5
313231,2,2,NULL,18/6/2018,0,0.5,0.5
313235,2,2,NULL,18/6/2018,0,0.5,0.5
313236,3,1,NULL,18/6/2018,,0.5,
313237,1,2,NULL,18/6/2018,0,0.5,0.5
313239,2,2,NULL,18/6/2018,333.5,0.5,0.5
313241,1,1,NULL,18/6/2018,,0.5,
313244,1,3,NULL,18/6/2018,,0.5,
313247,1,1,NULL,18/6/2018,,0.5,
313251,1,3,NULL,18/6/2018,,0.5,
313252,1,2,NULL,18/6/2018,0,0.5,0.5
313253,2,1,NULL,18/6/2018,,0.5,
313030,2,3,NULL,18/6/2018,,,
313032,2,2,NULL,18/6/2018,0.5,,0.5
313033,3,2,NULL,18/6/2018,15.65,,0.5
313040,3,1,NULL,18/6/2018,,,
313042,3,2,NULL,18/6/2018,23.5,,0.5
313043,2,2,NULL,18/6/2018,56.3,,0.5
313050,2,2,NULL,18/6/2018,96.98,,0.5
313052,3,2,NULL,18/6/2018,58,,0.5
313053,2,2,NULL,18/6/2018,87.95,,0.5
313055,1,2,NULL,18/6/2018,0,,0.5
313061,2,1,NULL,18/6/2018,,,
313063,2,2,NULL,18/6/2018,85,,0.5
313064,2,1,NULL,18/6/2018,,,
313066,2,1,NULL,18/6/2018,,,
313072,3,3,NULL,18/6/2018,,,
313074,3,1,NULL,18/6/2018,,,
313075,3,2,NULL,18/6/2018,148.1,,0.5
313077,1,1,NULL,18/6/2018,,,
313083,2,1,NULL,18/6/2018,,,
313085,2,3,NULL,18/6/2018,,,
313086,2,2,NULL,18/6/2018,175.25,,0.5
313088,2,1,NULL,18/6/2018,,,
313094,1,1,NULL,18/6/2018,,,
313096,3,2,NULL,18/6/2018,165,,0.5
313097,3,1,NULL,18/6/2018,,,
313099,1,2,NULL,18/6/2018,0,,0.5
313105,3,1,NULL,18/6/2018,,,
313107,3,3,NULL,18/6/2018,,,
313108,3,1,NULL,18/6/2018,,,
313110,3,2,NULL,18/6/2018,0,,0.5
313116,1,2,NULL,18/6/2018,281.43,,0.5
313118,2,1,NULL,18/6/2018,,,
313119,2,1,NULL,18/6/2018,,,
313121,2,3,NULL,18/6/2018,,,
313127,1,1,NULL,18/6/2018,,,
313129,2,3,NULL,18/6/2018,,,
313130,2,3,NULL,18/6/2018,,,
313132,3,1,NULL,18/6/2018,,,
313138,3,2,NULL,18/6/2018,338.92,,0.5
313140,2,3,NULL,18/6/2018,,,
313141,1,2,NULL,18/6/2018,324.35,,0.5
313143,3,1,NULL,18/6/2018,,,
313150,2,3,NULL,18/6/2018,,,
313153,3,1,NULL,18/6/2018,,,
313154,2,1,NULL,18/6/2018,,,
313156,2,2,NULL,18/6/2018,0,,0.5
313164,3,3,NULL,18/6/2018,,,
313167,3,2,NULL,18/6/2018,301.5,,0.5
313168,2,3,NULL,18/6/2018,,,
313170,2,1,NULL,18/6/2018,,,
313178,2,2,NULL,18/6/2018,359.41,,0.5
313181,2,2,NULL,18/6/2018,301.5,,0.5
313182,1,3,NULL,18/6/2018,,,
313184,3,3,NULL,18/6/2018,,,
313185,1,3,NULL,18/6/2018,,,
313194,3,3,NULL,18/6/2018,,,
313197,3,1,NULL,18/6/2018,,,
313198,2,1,NULL,18/6/2018,,,
313200,3,1,NULL,18/6/2018,,,
313201,1,1,NULL,18/6/2018,,,
313210,3,1,NULL,18/6/2018,,,
313213,1,1,NULL,18/6/2018,,,
313214,1,3,NULL,18/6/2018,,,
313216,1,2,NULL,18/6/2018,0,,0.5
313217,1,3,NULL,18/6/2018,,,
313226,3,2,NULL,18/6/2018,359.41,,0.5
313229,2,3,NULL,18/6/2018,,,
313230,3,3,NULL,18/6/2018,,,
313232,2,1,NULL,18/6/2018,,,
313233,2,2,NULL,18/6/2018,0,,0.5
313242,3,1,NULL,18/6/2018,,,
313245,3,3,NULL,18/6/2018,,,
313246,2,1,NULL,18/6/2018,,,
313248,2,2,NULL,18/6/2018,0,,0.5
313249,1,3,NULL,18/6/2018,,,
313148,1,2,NULL,18/6/2018,17.99,0.5,0.5
313151,1,1,NULL,18/6/2018,,0.5,
313160,3,2,NULL,18/6/2018,17,0.5,0.5
313162,2,2,NULL,18/6/2018,52.15,0.5,
313165,1,1,NULL,18/6/2018,,0.5,
313174,2,2,NULL,18/6/2018,24,0.5,
313176,2,1,NULL,18/6/2018,,0.5,
313179,2,2,NULL,18/6/2018,59.49,0.5,
313186,2,3,NULL,18/6/2018,,0.5,
313190,2,1,NULL,18/6/2018,,0.5,
313192,2,1,NULL,18/6/2018,,0.5,
313195,1,3,NULL,18/6/2018,,0.5,
313202,1,2,NULL,18/6/2018,0,0.5,0.5
313206,3,3,NULL,18/6/2018,,0.5,
313208,3,3,NULL,18/6/2018,,0.5,
313211,1,1,NULL,18/6/2018,,0.5,
313218,3,2,NULL,18/6/2018,0,0.5,0.5
313222,2,1,NULL,18/6/2018,,0.5,
313224,1,2,NULL,18/6/2018,217.4,0.5,0.5
313227,1,3,NULL,18/6/2018,,0.5,
313234,2,3,NULL,18/6/2018,,0.5,
313238,1,3,NULL,18/6/2018,,0.5,
313240,1,2,NULL,18/6/2018,253.05,0.5,0.5
313243,2,3,NULL,18/6/2018,,0.5,
313250,1,3,NULL,18/6/2018,,0.5,
313254,2,1,NULL,18/6/2018,,0.5,
313255,3,1,NULL,18/6/2018,,0.5,
313256,1,1,NULL,18/6/2018,,0.5,
313257,1,2,NULL,18/6/2018,232,0.5,0.5
313258,1,1,NULL,18/6/2018,,0.5,
313259,1,3,NULL,18/6/2018,,0.5,
313260,2,1,NULL,18/6/2018,,0.5,
313261,2,1,NULL,18/6/2018,,0.5,
313262,3,3,NULL,18/6/2018,,0.5,
313263,2,3,NULL,18/6/2018,,0.5,
313264,2,1,NULL,18/6/2018,,0.5,
313265,3,1,NULL,18/6/2018,,0.5,
313266,3,3,NULL,18/6/2018,,0.5,
313267,1,3,NULL,18/6/2018,,0.5,
313268,2,2,NULL,18/6/2018,0,0.5,
313269,2,3,NULL,18/6/2018,,0.5,
313270,1,1,NULL,18/6/2018,,0.5,
313272,3,2,NULL,18/6/2018,287,0.5,0.5
313274,3,1,NULL,18/6/2018,,0.5,
313275,1,1,NULL,18/6/2018,,0.5,
313276,1,2,NULL,18/6/2018,0,0.5,0.5
313277,2,2,NULL,18/6/2018,0,0.5,
313278,3,2,NULL,18/6/2018,0,0.5,0.5
313279,3,3,NULL,18/6/2018,,0.5,
313281,1,1,NULL,18/6/2018,,0.5,
313283,3,3,NULL,18/6/2018,,0.5,
313284,1,2,NULL,18/6/2018,361.41,0.5,0.5
313285,3,3,NULL,18/6/2018,,0.5,
313286,1,3,NULL,18/6/2018,,0.5,
313287,1,3,NULL,18/6/2018,,0.5,
313288,1,2,NULL,18/6/2018,0,0.5,0.5
313291,3,1,NULL,18/6/2018,,0.5,
313293,2,3,NULL,18/6/2018,,0.5,
313294,1,1,NULL,18/6/2018,,0.5,
313295,1,1,NULL,18/6/2018,,0.5,
313296,2,1,NULL,18/6/2018,,0.5,
313297,3,3,NULL,18/6/2018,,0.5,
313298,1,1,NULL,18/6/2018,,0.5,
313301,2,3,NULL,18/6/2018,,0.5,
313303,1,2,NULL,18/6/2018,346,0.5,0.5
313304,1,2,NULL,18/6/2018,361.41,0.5,0.5
313305,2,1,NULL,18/6/2018,,0.5,
313306,3,3,NULL,18/6/2018,,0.5,
313307,1,2,NULL,18/6/2018,0,0.5,0.5
313308,1,1,NULL,18/6/2018,,0.5,
313313,1,1,NULL,18/6/2018,,0.5,
313315,2,2,NULL,18/6/2018,346,0.5,
313316,2,3,NULL,18/6/2018,,0.5,
313317,2,2,NULL,18/6/2018,0,0.5,
313318,2,2,NULL,18/6/2018,0,0.5,
313319,3,1,NULL,18/6/2018,,0.5,
313320,1,3,NULL,18/6/2018,,0.5,
313325,2,2,NULL,18/6/2018,315,0.5,
313327,1,3,NULL,18/6/2018,,0.5,
313328,3,3,NULL,18/6/2018,,0.5,
313329,1,2,NULL,18/6/2018,0,0.5,0.5
313331,2,2,NULL,18/6/2018,0,0.5,
313332,3,2,NULL,18/6/2018,0,0.5,0.5
313333,2,3,NULL,18/6/2018,,0.5,
313271,1,2,NULL,18/6/2018,2,0.5,0.5
313273,2,1,NULL,18/6/2018,,1,
313280,1,1,NULL,18/6/2018,,0.5,
313282,2,1,NULL,18/6/2018,,1,
313289,3,2,NULL,18/6/2018,15,0.5,
313290,1,2,NULL,18/6/2018,64.14,0.5,0.5
313292,2,2,NULL,18/6/2018,65.99,0.33,0.5
313299,2,1,NULL,18/6/2018,,1,
313300,3,1,NULL,18/6/2018,,1,
313302,1,3,NULL,18/6/2018,,0.5,
313309,2,2,NULL,18/6/2018,0,0.33,0.5
313310,2,2,NULL,18/6/2018,0,0.33,0.5
313311,2,2,NULL,18/6/2018,44.5,0.33,0.5
313312,3,3,NULL,18/6/2018,,0.5,
313314,1,3,NULL,18/6/2018,,0.5,
313321,1,2,NULL,18/6/2018,0,0.5,0.5
313322,3,3,NULL,18/6/2018,,0.5,
313323,2,2,NULL,18/6/2018,97,0.33,0.5
313324,2,3,NULL,18/6/2018,,1,
313326,1,1,NULL,18/6/2018,,0.5,
313330,1,1,NULL,18/6/2018,,0.5,
313334,2,1,NULL,18/6/2018,,1,
313335,1,1,NULL,18/6/2018,,0.5,
313336,1,1,NULL,18/6/2018,,0.5,
313337,3,3,NULL,18/6/2018,,0.5,
313338,1,3,NULL,18/6/2018,,0.5,
313339,2,2,NULL,18/6/2018,0,0.33,0.5
313340,1,2,NULL,18/6/2018,0,0.5,0.5
313341,2,3,NULL,18/6/2018,,1,
313342,1,3,NULL,18/6/2018,,0.5,
313343,2,1,NULL,18/6/2018,,1,
313344,3,1,NULL,18/6/2018,,1,
313345,3,3,NULL,18/6/2018,,0.5,
313346,3,3,NULL,18/6/2018,,0.5,
313347,1,3,NULL,18/6/2018,,0.5,
313348,1,2,NULL,18/6/2018,175.5,0.5,0.5
313349,2,1,NULL,18/6/2018,,1,
313350,3,3,NULL,18/6/2018,,0.5,
313351,2,1,NULL,18/6/2018,,1,
313352,3,3,NULL,18/6/2018,,0.5,
313353,3,2,NULL,18/6/2018,0,0.5,
313354,2,2,NULL,18/6/2018,199,0.33,0.5
313355,3,3,NULL,18/6/2018,,0.5,
313356,2,2,NULL,18/6/2018,290.44,0.33,0.5
313357,1,1,NULL,18/6/2018,,0.5,
313358,3,3,NULL,18/6/2018,,0.5,
313359,1,1,NULL,18/6/2018,,0.5,
313360,2,1,NULL,18/6/2018,,1,
313361,1,3,NULL,18/6/2018,,0.5,
313362,2,3,NULL,18/6/2018,,1,
313363,3,3,NULL,18/6/2018,,0.5,
313364,2,3,NULL,18/6/2018,,1,
313365,1,2,NULL,18/6/2018,0,0.5,0.5
313366,3,3,NULL,18/6/2018,,0.5,
